Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0006-3.tif (RGB),P21-42-V1,red channel puncta,2534,18.8433307,87.6183899,131.8737174,105.0902754,green channel puncta,4811,8.998129287,120.2070256,176.6096446,147.7663346,blue channel puncta,-,-,-,-,-,colocalized puncta,819,25.76678877,103.1043956,165.2435897,130.0621655
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0006-4.tif (RGB),P21-42-V1,red channel puncta,2538,19.28250591,95.64972419,140.3841608,113.5924659,green channel puncta,3768,8.277335456,129.9848726,180.0812102,155.5673845,blue channel puncta,-,-,-,-,-,colocalized puncta,664,24.69427711,112.0768072,169.871988,137.913264
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0006-5.tif (RGB),P21-42-V1,red channel puncta,2378,18.79226241,113.0294365,158.86291,133.0455154,green channel puncta,4501,9.023105976,116.7371695,171.3252611,142.5933889,blue channel puncta,-,-,-,-,-,colocalized puncta,791,23.9608091,113.5745891,172.7756005,140.9657161
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0007-1.tif (RGB),P21-42-V1,red channel puncta,3345,20.29626308,66.15246637,103.7115097,80.08416324,green channel puncta,7262,11.84301845,96.1947122,157.7256954,123.8476962,blue channel puncta,-,-,-,-,-,colocalized puncta,1751,28.55368361,80.43289549,142.1641919,105.6294659
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0007-2.tif (RGB),P21-42-V1,red channel puncta,3036,18.92687747,75.26317523,114.93083,90.50973619,green channel puncta,4378,8.921882138,124.7487437,177.3165829,152.1214579,blue channel puncta,-,-,-,-,-,colocalized puncta,941,24.9978746,99.42242295,156.4755579,124.9935598
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0007-3.tif (RGB),P21-42-V1,red channel puncta,2483,17.71566653,92.64035441,135.7958115,110.0177044,green channel puncta,4047,8.548060292,128.135656,177.7751421,154.0510397,blue channel puncta,-,-,-,-,-,colocalized puncta,692,20.80563584,109.4927746,165.7565029,135.6549856
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0007-4.tif (RGB),P21-42-V1,red channel puncta,2785,19.29982047,101.7084381,145.3867145,119.7978484,green channel puncta,3873,8.722953783,121.2667183,173.8440485,147.2521112,blue channel puncta,-,-,-,-,-,colocalized puncta,771,22.9383917,110.5849546,167.6368353,136.4288117
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0007-5.tif (RGB),P21-42-V1,red channel puncta,2507,19.42241723,115.9469485,160.6796968,135.4491021,green channel puncta,3843,9.428051002,105.0728597,160.5750716,129.9691243,blue channel puncta,-,-,-,-,-,colocalized puncta,801,25.57116105,109.6498127,169.0162297,136.1310423
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-1.tif (RGB),P21-42-V1,red channel puncta,2833,21.64772326,66.14119308,103.6448994,79.99462545,green channel puncta,5017,10.0607933,119.7002193,172.1572653,145.9429968,blue channel puncta,-,-,-,-,-,colocalized puncta,979,32.46322778,92.41062308,148.654239,116.3100366
20230914_GB2 CONTROL-P21-ROI-P42-VG1647-PSD95488-L1-V1_0008-2.tif (RGB),P21-42-V1,red channel puncta,2995,20.90517529,66.11085142,103.0267112,79.59602627,green channel puncta,3900,8.690512821,130.0215385,177.8689744,155.1409459,blue channel puncta,-,-,-,-,-,colocalized puncta,824,27.72876214,97.6413835,148.7572816,119.620635
