Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0004-3.tif (RGB),Vamp2 Inhi,red channel puncta,2853,21.02663863,55.44724851,99.01191728,70.89114411,green channel puncta,3583,14.26514094,52.95646107,102.9302261,71.01668881,blue channel puncta,-,-,-,-,-,colocalized puncta,1073,35.75862069,53.638863,111.2339236,72.15250671
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0004-4.tif (RGB),Vamp2 Inhi,red channel puncta,2502,18.07434053,57.6558753,101.6494804,73.90159571,green channel puncta,3136,13.40625,52.04942602,100.2015306,69.74907054,blue channel puncta,-,-,-,-,-,colocalized puncta,764,28.92408377,54.19829843,108.7454188,72.692625
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0004-5.tif (RGB),Vamp2 Inhi,red channel puncta,2830,21.58657244,51.30742049,94.00530035,66.31574678,green channel puncta,3343,13.93957523,46.75142088,91.07029614,62.65444433,blue channel puncta,-,-,-,-,-,colocalized puncta,991,31.46569122,48.59687185,102.0055499,65.77316703
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0005-1.tif (RGB),Vamp2 Inhi,red channel puncta,2866,28.65666434,57.27529658,106.1461968,74.25565343,green channel puncta,3321,18.24480578,75.6248118,135.1472448,99.29577634,blue channel puncta,-,-,-,-,-,colocalized puncta,1265,79.85256917,65.80750988,133.7418972,88.76228893
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0005-2.tif (RGB),Vamp2 Inhi,red channel puncta,2596,24.5288906,56.43066256,102.2665639,72.65827174,green channel puncta,3525,16.49276596,57.10099291,111.1985816,76.68614752,blue channel puncta,-,-,-,-,-,colocalized puncta,1048,65.92270992,56.19083969,119.3396947,76.24574114
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0005-3.tif (RGB),Vamp2 Inhi,red channel puncta,2902,27.70089593,50.27842867,94.22915231,65.3929155,green channel puncta,3794,18.0558777,47.66552451,99.0060622,65.27818928,blue channel puncta,-,-,-,-,-,colocalized puncta,1316,88.07332827,48.44984802,111.0862462,67.16541915
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0005-4.tif (RGB),Vamp2 Inhi,red channel puncta,2603,22.88474837,54.47291587,97.28620822,69.63280386,green channel puncta,3128,13.08088235,53.17199488,102.173913,71.2391857,blue channel puncta,-,-,-,-,-,colocalized puncta,891,49.01964085,53.34960718,109.8176207,71.81451565
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0005-5.tif (RGB),Vamp2 Inhi,red channel puncta,2348,20.51362862,56.46294719,98.28364566,71.58383738,green channel puncta,3353,14.22457501,46.72472413,92.67551446,63.17795248,blue channel puncta,-,-,-,-,-,colocalized puncta,836,52.06519139,51.08672249,106.6232057,68.84885251
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0006-1.tif (RGB),Vamp2 Inhi,red channel puncta,2831,26.57435535,55.36100318,103.330272,72.11752046,green channel puncta,3378,18.89816459,70.25666075,129.6637063,93.19676661,blue channel puncta,-,-,-,-,-,colocalized puncta,1185,49.48860759,62.10759494,127.6126582,84.12007327
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0006-2.tif (RGB),Vamp2 Inhi,red channel puncta,2391,18.86825596,57.56712673,101.6432455,73.7766202,green channel puncta,3281,14.74855227,55.02103017,110.7189881,75.390051,blue channel puncta,-,-,-,-,-,colocalized puncta,812,31.23891626,55.82820197,115.3614532,75.90727356
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0006-3.tif (RGB),Vamp2 Inhi,red channel puncta,2723,21.37164892,50.28094014,93.02717591,65.28540197,green channel puncta,3367,14.46064746,47.83130383,98.07246807,65.76142574,blue channel puncta,-,-,-,-,-,colocalized puncta,923,31.99891658,48.5915493,105.3261105,66.90117754
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0006-4.tif (RGB),Vamp2 Inhi,red channel puncta,2640,20.09318182,50.30606061,90.90454545,64.74398398,green channel puncta,3751,16.61690216,39.29085577,83.30978406,54.15133021,blue channel puncta,-,-,-,-,-,colocalized puncta,1016,33.14616142,44.44192913,97.85187008,61.07164939
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0006-5.tif (RGB),Vamp2 Inhi,red channel puncta,2378,19.37468461,51.40958789,91.28763667,65.59665267,green channel puncta,3092,13.87031048,41.48479948,84.70407503,56.79230394,blue channel puncta,-,-,-,-,-,colocalized puncta,775,30.43870968,45.97032258,98.45548387,62.75429793
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0007-1.tif (RGB),Vamp2 Inhi,red channel puncta,2787,19.45389307,60.47829207,103.606028,76.14978803,green channel puncta,3022,18.04665784,74.58868299,138.5198544,100.9056515,blue channel puncta,-,-,-,-,-,colocalized puncta,881,32.24801362,66.81782066,128.8864926,89.63001419
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0007-2.tif (RGB),Vamp2 Inhi,red channel puncta,2602,18.60415065,55.40392006,94.69792467,69.74750137,green channel puncta,3283,18.03320134,50.7212915,108.8230277,71.20274088,blue channel puncta,-,-,-,-,-,colocalized puncta,888,33.98029279,52.58051802,111.0225225,71.58700433
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0007-3.tif (RGB),Vamp2 Inhi,red channel puncta,2619,20.17754868,51.20809469,88.81557847,64.39919194,green channel puncta,2855,14.93169877,48.73029772,101.0210158,67.52921889,blue channel puncta,-,-,-,-,-,colocalized puncta,754,32.09681698,49.53647215,104.1770557,67.55176438
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0007-4.tif (RGB),Vamp2 Inhi,red channel puncta,2497,19.73528234,50.21065278,86.73448138,63.3180767,green channel puncta,3673,19.72257011,35.97740267,82.22597332,50.78606482,blue channel puncta,-,-,-,-,-,colocalized puncta,991,39.18264379,42.73864783,96.64833502,59.07117773
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0007-5.tif (RGB),Vamp2 Inhi,red channel puncta,2607,21.80053702,47.09359417,81.99846567,59.29075961,green channel puncta,3459,18.34721018,36.0326684,81.06215669,50.74978967,blue channel puncta,-,-,-,-,-,colocalized puncta,1016,39.15305118,41.18454724,92.2726378,56.565823
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0008-2.tif (RGB),Vamp2 Inhi,red channel puncta,2999,24.32210737,50.20873625,92.92464155,64.96243407,green channel puncta,3429,17.78973462,52.83377078,111.7191601,73.89891507,blue channel puncta,-,-,-,-,-,colocalized puncta,1186,51.91694772,51.09822934,116.7019393,71.8961397
20231130_GB2_CONTROL_C9_P21-42_GEP488_VGT647_L23_V1_0008-1.tif (RGB),Vamp2 Inhi,red channel puncta,2816,23.06534091,60.50106534,109.6328125,78.22914432,green channel puncta,3030,17.33531353,81.07854785,144.4933993,108.0004515,blue channel puncta,-,-,-,-,-,colocalized puncta,993,43.03776435,70.08610272,138.5035247,95.25608452
