Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0008-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2605,24.91324376,78.68483685,101.8065259,87.29118561,green channel puncta,4854,13.35908529,60.98743304,98.39781623,75.38690466,blue channel puncta,-,-,-,-,-,colocalized puncta,1107,53.43134598,69.42231256,111.9250226,84.05623585
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0008-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2128,19.53195489,90.8825188,115.7382519,100.3737412,green channel puncta,3749,13.25046679,74.94158442,130.1845826,97.99402345,blue channel puncta,-,-,-,-,-,colocalized puncta,783,30.81162197,82.5083014,134.0268199,102.1717261
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0008-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2856,25.11379552,72.72268908,98.44922969,82.28165999,green channel puncta,4501,14.22683848,67.44878916,139.72495,97.45594732,blue channel puncta,-,-,-,-,-,colocalized puncta,1445,44.22145329,69.56401384,132.0290657,93.29216967
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0009-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2166,27.53831948,59.49076639,78.97091413,66.54918004,green channel puncta,3907,13.69285897,81.7171743,123.2876888,98.85485503,blue channel puncta,-,-,-,-,-,colocalized puncta,872,77.16857798,70.19036697,114.9311927,86.19301028
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0009-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2905,28.90327022,63.50017212,85.04096386,71.28516268,green channel puncta,3834,12.96896192,76.40897235,116.5135629,92.49289819,blue channel puncta,-,-,-,-,-,colocalized puncta,1086,65.25598527,69.56445672,112.9461326,84.67197862
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0009-3.tif (RGB),V2 Vglut1 PSD95,red channel puncta,1796,19.16703786,85.79398664,108.9426503,94.66041634,green channel puncta,3279,12.57212565,78.41811528,119.4922232,95.06272731,blue channel puncta,-,-,-,-,-,colocalized puncta,593,30.66779089,81.59865093,124.2959528,97.54925534
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0009-4.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2258,22.77945084,83.79716563,109.3981399,93.45903769,green channel puncta,4454,14.29524023,75.22968119,138.1445891,101.8283878,blue channel puncta,-,-,-,-,-,colocalized puncta,1074,36.07216015,79.02607076,135.7811918,101.2224902
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0009-5.tif (RGB),V2 Vglut1 PSD95,red channel puncta,1808,27.3329646,58.53152655,80.26935841,66.46848735,green channel puncta,4483,15.56167745,55.77827348,127.7720277,83.54263184,blue channel puncta,-,-,-,-,-,colocalized puncta,1205,51.6659751,56.6560166,117.8273859,78.46772485
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0010-1.tif (RGB),V2 Vglut1 PSD95,red channel puncta,1972,32.06997972,56.42697769,75.64655172,63.25428889,green channel puncta,3079,12.20850926,88.0405976,130.3153621,105.764394,blue channel puncta,-,-,-,-,-,colocalized puncta,717,144.3423989,71.74616457,117.7635983,87.913598
20231207_GB2_CONTROL_C9_P21-42_PSD95488_VGT1647_L1_V1_0010-2.tif (RGB),V2 Vglut1 PSD95,red channel puncta,2863,34.15997206,59.45860985,80.23541739,66.83050578,green channel puncta,3845,13.58725618,74.41950585,115.7638492,90.80354878,blue channel puncta,-,-,-,-,-,colocalized puncta,1192,101.6614933,66.58473154,111.5746644,81.89942514
