Image name,Condition,Channel Name,Num puncta,Area average,Min intensity average,Max intensity average,Mean intensity average,...,,,,,,,,,,,,,,,,,
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0010-4.tif (RGB),P21-42 V2,red channel puncta,2768,31.12102601,103.4425578,167.4945809,130.9139842,green channel puncta,4023,10.36664181,116.3599304,167.9579915,139.7186588,blue channel puncta,-,-,-,-,-,colocalized puncta,1011,44.44015826,109.2319486,177.7220574,139.5084102
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0010-5.tif (RGB),P21-42 V2,red channel puncta,2390,26.97322176,115.4619247,175.8192469,142.4081198,green channel puncta,3813,10.98347758,128.0325203,174.4072908,150.226214,blue channel puncta,-,-,-,-,-,colocalized puncta,878,37.87870159,120.988041,183.7198178,150.7597045
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0011-1.tif (RGB),P21-42 V2,red channel puncta,2711,27.59018812,127.0597565,181.8576171,153.974144,green channel puncta,4496,10.03692171,95.03758897,150.4601868,118.7542429,blue channel puncta,-,-,-,-,-,colocalized puncta,1028,36.0963035,110.4946498,173.2821012,140.3564286
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0011-2.tif (RGB),P21-42 V2,red channel puncta,2963,30.95342558,112.5848802,173.2666217,140.1866093,green channel puncta,4797,10.34917657,94.55096936,147.8098812,117.0070803,blue channel puncta,-,-,-,-,-,colocalized puncta,1284,41.05685358,102.9034268,169.2943925,132.7896289
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0011-3.tif (RGB),P21-42 V2,red channel puncta,2647,28.66490366,119.7317718,177.9969777,146.8259886,green channel puncta,4793,11.34153975,103.366159,155.4727728,125.9891367,blue channel puncta,-,-,-,-,-,colocalized puncta,1112,40.10161871,110.7063849,175.7473022,140.3967572
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0011-4.tif (RGB),P21-42 V2,red channel puncta,2607,26.96586114,119.5021097,177.406214,145.9085036,green channel puncta,3938,10.31919756,125.1490604,170.5421534,146.5572609,blue channel puncta,-,-,-,-,-,colocalized puncta,949,36.7028451,121.6053741,182.0763962,150.4395334
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0011-5.tif (RGB),P21-42 V2,red channel puncta,2557,24.20258115,116.0707861,179.8138443,144.91514,green channel puncta,3347,9.764864057,148.6501344,190.1093517,171.5962959,blue channel puncta,-,-,-,-,-,colocalized puncta,974,28.25975359,132.0200205,191.8059548,162.5274678
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0012-1.tif (RGB),P21-42 V2,red channel puncta,2656,32.01995482,122.7097139,182.283509,151.7266015,green channel puncta,3616,8.918971239,109.1662058,164.607854,134.638791,blue channel puncta,-,-,-,-,-,colocalized puncta,798,40.26315789,115.5056391,180.5256892,147.7421976
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0012-2.tif (RGB),P21-42 V2,red channel puncta,2523,28.90725327,124.6833135,182.8830757,152.7317766,green channel puncta,4433,9.988269795,98.95037221,154.1757275,122.8056284,blue channel puncta,-,-,-,-,-,colocalized puncta,934,33.74892934,111.2901499,176.0620985,142.0182442
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0012-3.tif (RGB),P21-42 V2,red channel puncta,2512,30.77428344,120.5764331,181.8061306,149.3684962,green channel puncta,3499,9.280080023,114.6184624,165.6536153,137.7279971,blue channel puncta,-,-,-,-,-,colocalized puncta,742,36.90296496,116.7331536,180.365903,146.9931847
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0012-4.tif (RGB),P21-42 V2,red channel puncta,2041,24.97501225,138.7021068,192.3743263,165.5656747,green channel puncta,5273,12.98406979,103.9952589,156.1380618,126.0246036,blue channel puncta,-,-,-,-,-,colocalized puncta,1034,34.37669246,120.615087,180.9811412,149.2609717
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0012-5.tif (RGB),P21-42 V2,red channel puncta,2800,35.97571429,92.345,164.9196429,122.3805344,green channel puncta,3860,11.15673575,127.8906736,182.4681347,154.4740745,blue channel puncta,-,-,-,-,-,colocalized puncta,1446,50.6473029,109.4643845,185.8717151,143.760486
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0013-1.tif (RGB),P21-42 V2,red channel puncta,2873,35.13261399,113.7525235,175.7758441,143.1746913,green channel puncta,4397,8.988856038,101.0971117,160.951103,127.7696775,blue channel puncta,-,-,-,-,-,colocalized puncta,1141,47.35714286,106.7791411,176.5885188,140.2878574
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0013-2.tif (RGB),P21-42 V2,red channel puncta,2819,33.62007804,112.857751,173.7871586,141.1778739,green channel puncta,5186,10.06093328,90.98823756,150.4259545,116.1038746,blue channel puncta,-,-,-,-,-,colocalized puncta,1309,47.35255921,101.4530176,172.0034377,133.769694
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0013-3.tif (RGB),P21-42 V2,red channel puncta,2775,33.82522523,112.547027,174.4230631,141.1417263,green channel puncta,3918,8.630678918,106.7633997,162.1970393,131.4158881,blue channel puncta,-,-,-,-,-,colocalized puncta,990,40.5530303,109.3969697,176.7025253,141.0572664
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0013-4.tif (RGB),P21-42 V2,red channel puncta,2710,38.71180812,105.3118081,170.099262,134.0549697,green channel puncta,4492,9.715271594,108.2217275,162.4080588,131.9545805,blue channel puncta,-,-,-,-,-,colocalized puncta,1245,59.03333333,106.0080321,176.8385542,138.4006646
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0013-5.tif (RGB),P21-42 V2,red channel puncta,2261,31.63157895,122.4144184,181.7762052,150.3387611,green channel puncta,3159,8.863880975,129.8414055,177.0465337,152.2976145,blue channel puncta,-,-,-,-,-,colocalized puncta,713,44.05610098,125.4228612,186.3807854,155.6466932
20230913_GB2 CONTROL-P21-ROI-P42-VG2647-PSD95488-L4-V1_0014-1.tif (RGB),P21-42 V2,red channel puncta,2202,21.50862852,155.0231608,194.6217075,177.4397546,green channel puncta,3262,8.448497854,112.9751686,175.6784181,142.279943,blue channel puncta,-,-,-,-,-,colocalized puncta,522,23.01724138,134.0957854,189.5699234,164.0285268
